"unit_division_id","unit_id_fk","division_id_fk","mayan_unit_division_ref_id","efiling_ready_unit","created_at","updated_at","deleted_at"
1,244,10,19241,True,NULL,NULL,NULL
2,244,11,1758,False,NULL,NULL,NULL
43,244,9,1728,False,NULL,NULL,NULL
45,244,12,1734,False,NULL,NULL,NULL
46,244,13,1754,False,NULL,NULL,NULL
47,244,14,1743,False,NULL,NULL,NULL
49,246,30,24004,False,NULL,NULL,NULL
50,249,18,24268,False,NULL,NULL,NULL
51,247,42,0,True,NULL,NULL,NULL
52,242,3,4,False,NULL,NULL,NULL
53,244,29,31747,False,NULL,NULL,NULL
55,249,24,23830,False,NULL,NULL,NULL
56,249,20,24393,False,NULL,NULL,NULL
57,249,28,24247,False,NULL,NULL,NULL
58,245,35,23566,False,NULL,NULL,NULL
59,243,7,24009,False,NULL,NULL,NULL
60,243,5,23339,False,NULL,NULL,NULL
63,1,12,40824,False,NULL,NULL,NULL
64,1,11,30666,False,NULL,NULL,NULL
65,1,10,0,False,NULL,NULL,NULL
66,1,9,43299,False,NULL,NULL,NULL
69,1,51,33018,False,NULL,NULL,NULL
70,3,30,33205,False,NULL,NULL,NULL
71,6,52,33075,False,NULL,NULL,NULL
72,6,50,42033,False,NULL,NULL,NULL
73,6,49,33186,False,NULL,NULL,NULL
80,164,53,0,False,NULL,NULL,NULL
81,170,50,0,False,NULL,NULL,NULL
82,170,52,33501,False,NULL,NULL,NULL
83,170,49,0,False,NULL,NULL,NULL
84,7,54,44276,False,NULL,NULL,NULL
85,8,54,45268,False,NULL,NULL,NULL
86,9,27,46706,False,NULL,NULL,NULL
87,6,55,41594,False,NULL,NULL,NULL
88,129,54,0,False,NULL,NULL,NULL
89,2,35,43798,False,NULL,NULL,NULL
90,261,56,33844,False,NULL,NULL,NULL
91,267,57,58997,False,NULL,NULL,NULL
96,128,53,0,False,NULL,NULL,NULL
100,259,59,116628,False,NULL,NULL,NULL
102,68,60,0,False,NULL,NULL,NULL
103,67,61,36873,False,NULL,NULL,NULL
104,70,62,36612,False,NULL,NULL,NULL
105,244,58,1726,False,NULL,NULL,NULL
112,251,50,42060,False,NULL,NULL,NULL
113,251,49,49535,False,NULL,NULL,NULL
114,260,63,54355,False,NULL,NULL,NULL
115,251,24,0,False,NULL,NULL,NULL
116,171,50,0,False,NULL,NULL,NULL
117,171,52,0,False,NULL,NULL,NULL
118,171,24,0,False,NULL,NULL,NULL
119,171,49,0,False,NULL,NULL,NULL
133,100,30,0,False,NULL,NULL,NULL
145,133,54,35177,False,NULL,NULL,NULL
147,284,54,39665,False,NULL,NULL,NULL
148,69,54,35678,False,NULL,NULL,NULL
168,285,35,0,False,NULL,NULL,NULL
169,153,50,36654,False,NULL,NULL,NULL
170,153,52,36753,False,NULL,NULL,NULL
171,153,24,0,False,NULL,NULL,NULL
172,153,55,0,False,NULL,NULL,NULL
173,255,27,29805,False,NULL,NULL,NULL
174,286,35,0,False,NULL,NULL,NULL
175,152,30,0,False,NULL,NULL,NULL
176,151,9,0,False,NULL,NULL,NULL
177,151,12,113270,False,NULL,NULL,NULL
178,151,11,106755,False,NULL,NULL,NULL
179,154,27,0,False,NULL,NULL,NULL
180,162,52,0,False,NULL,NULL,NULL
181,162,50,57967,False,NULL,NULL,NULL
182,161,53,0,False,NULL,NULL,NULL
183,145,54,40716,False,NULL,NULL,NULL
184,151,58,0,False,NULL,NULL,NULL
187,157,52,0,False,NULL,NULL,NULL
188,157,50,0,False,NULL,NULL,NULL
189,64,27,0,False,NULL,NULL,NULL
190,63,54,0,False,NULL,NULL,NULL
191,208,53,36882,False,NULL,NULL,NULL
193,214,35,41849,False,NULL,NULL,NULL
194,210,52,35309,False,NULL,NULL,NULL
195,210,50,90205,False,NULL,NULL,NULL
196,215,30,54193,False,NULL,NULL,NULL
197,206,30,0,False,NULL,NULL,NULL
198,287,30,0,False,NULL,NULL,NULL
199,167,30,0,False,NULL,NULL,NULL
200,109,30,35452,False,NULL,NULL,NULL
201,16,30,0,False,NULL,NULL,NULL
202,235,30,0,False,NULL,NULL,NULL
203,93,30,36518,False,NULL,NULL,NULL
204,205,9,0,False,NULL,NULL,NULL
205,205,11,0,False,NULL,NULL,NULL
206,207,50,0,False,NULL,NULL,NULL
207,207,52,0,False,NULL,NULL,NULL
208,207,24,0,False,NULL,NULL,NULL
209,216,50,54145,False,NULL,NULL,NULL
210,216,52,47619,False,NULL,NULL,NULL
211,216,49,80335,False,NULL,NULL,NULL
212,108,35,0,False,NULL,NULL,NULL
213,112,52,0,False,NULL,NULL,NULL
214,112,50,35537,False,NULL,NULL,NULL
215,112,24,0,False,NULL,NULL,NULL
216,112,55,0,False,NULL,NULL,NULL
217,107,9,0,False,NULL,NULL,NULL
218,107,11,0,False,NULL,NULL,NULL
219,107,12,0,False,NULL,NULL,NULL
220,166,35,0,False,NULL,NULL,NULL
221,213,9,102346,False,NULL,NULL,NULL
222,213,11,54179,False,NULL,NULL,NULL
223,213,12,54215,False,NULL,NULL,NULL
224,175,53,0,False,NULL,NULL,NULL
228,288,30,0,False,NULL,NULL,NULL
229,197,53,106810,False,NULL,NULL,NULL
230,204,27,0,False,NULL,NULL,NULL
231,200,18,0,False,NULL,NULL,NULL
232,200,52,0,False,NULL,NULL,NULL
233,198,30,0,False,NULL,NULL,NULL
234,55,53,0,False,NULL,NULL,NULL
235,58,54,37457,False,NULL,NULL,NULL
236,59,27,0,False,NULL,NULL,NULL
237,31,53,0,False,NULL,NULL,NULL
238,181,35,0,False,NULL,NULL,NULL
239,182,30,0,False,NULL,NULL,NULL
240,180,53,36082,False,NULL,NULL,NULL
241,183,52,0,False,NULL,NULL,NULL
242,183,50,35618,False,NULL,NULL,NULL
243,183,49,0,False,NULL,NULL,NULL
244,289,30,0,False,NULL,NULL,NULL
245,122,53,0,False,NULL,NULL,NULL
248,35,27,35771,False,NULL,NULL,NULL
249,33,54,0,False,NULL,NULL,NULL
250,222,53,0,False,NULL,NULL,NULL
251,224,50,37226,False,NULL,NULL,NULL
252,224,52,37398,False,NULL,NULL,NULL
253,224,55,0,False,NULL,NULL,NULL
254,84,53,0,False,NULL,NULL,NULL
255,86,50,0,False,NULL,NULL,NULL
256,86,52,34149,False,NULL,NULL,NULL
257,165,12,0,False,NULL,NULL,NULL
258,165,9,0,False,NULL,NULL,NULL
259,165,11,0,False,NULL,NULL,NULL
260,290,35,107167,False,NULL,NULL,NULL
261,36,53,0,False,NULL,NULL,NULL
262,37,30,0,False,NULL,NULL,NULL
263,42,27,0,False,NULL,NULL,NULL
264,41,54,0,False,NULL,NULL,NULL
265,92,53,0,False,NULL,NULL,NULL
266,98,27,0,False,NULL,NULL,NULL
267,95,54,35236,False,NULL,NULL,NULL
268,15,11,0,False,NULL,NULL,NULL
269,15,9,0,False,NULL,NULL,NULL
270,20,27,0,False,NULL,NULL,NULL
271,18,50,0,False,NULL,NULL,NULL
272,18,52,0,False,NULL,NULL,NULL
273,238,11,0,False,NULL,NULL,NULL
274,238,9,40302,False,NULL,NULL,NULL
275,241,52,0,False,NULL,NULL,NULL
276,241,50,0,False,NULL,NULL,NULL
277,234,9,0,False,NULL,NULL,NULL
279,234,11,0,False,NULL,NULL,NULL
280,236,52,0,False,NULL,NULL,NULL
281,236,50,0,False,NULL,NULL,NULL
282,116,30,35345,False,NULL,NULL,NULL
283,115,53,34839,False,NULL,NULL,NULL
284,120,52,34786,False,NULL,NULL,NULL
285,120,50,34880,False,NULL,NULL,NULL
286,195,50,0,False,NULL,NULL,NULL
287,195,52,0,False,NULL,NULL,NULL
288,80,30,0,False,NULL,NULL,NULL
289,79,53,34195,False,NULL,NULL,NULL
290,81,54,168482,False,NULL,NULL,NULL
291,252,49,38373,False,NULL,NULL,NULL
292,252,50,24259,False,NULL,NULL,NULL
293,256,27,43143,False,NULL,NULL,NULL
294,147,30,0,False,NULL,NULL,NULL
297,149,27,0,False,NULL,NULL,NULL
298,148,54,33447,False,NULL,NULL,NULL
299,146,53,36915,False,NULL,NULL,NULL
300,291,35,0,False,NULL,NULL,NULL
301,89,52,36505,False,NULL,NULL,NULL
302,89,50,0,False,NULL,NULL,NULL
303,211,54,35199,False,NULL,NULL,NULL
304,209,54,36802,False,NULL,NULL,NULL
305,189,30,0,False,NULL,NULL,NULL
306,188,12,0,False,NULL,NULL,NULL
307,188,11,0,False,NULL,NULL,NULL
308,188,9,0,False,NULL,NULL,NULL
309,192,52,0,False,NULL,NULL,NULL
310,192,50,0,False,NULL,NULL,NULL
311,123,54,34929,False,NULL,NULL,NULL
312,124,54,34290,False,NULL,NULL,NULL
314,250,54,30748,False,NULL,NULL,NULL
315,105,54,0,False,NULL,NULL,NULL
316,118,54,168927,False,NULL,NULL,NULL
317,121,54,0,False,NULL,NULL,NULL
318,119,54,0,False,NULL,NULL,NULL
319,34,54,0,False,NULL,NULL,NULL
320,32,54,0,False,NULL,NULL,NULL
321,212,64,52392,False,NULL,NULL,NULL
322,221,27,81248,False,NULL,NULL,NULL
323,250,5,0,False,NULL,NULL,NULL
324,14,64,37657,False,NULL,NULL,NULL
325,194,27,0,False,NULL,NULL,NULL
326,292,27,0,False,NULL,NULL,NULL
327,184,27,0,False,NULL,NULL,NULL
328,294,30,0,False,NULL,NULL,NULL
329,130,54,141280,False,NULL,NULL,NULL
330,169,52,0,False,NULL,NULL,NULL
331,169,50,0,False,NULL,NULL,NULL
332,179,27,0,False,NULL,NULL,NULL
333,90,27,0,False,NULL,NULL,NULL
334,228,27,0,False,NULL,NULL,NULL
335,135,27,0,False,NULL,NULL,NULL
336,172,27,0,False,NULL,NULL,NULL
337,106,64,0,False,NULL,NULL,NULL
338,127,27,0,False,NULL,NULL,NULL
339,91,27,0,False,NULL,NULL,NULL
342,13,27,0,False,NULL,NULL,NULL
343,296,54,37466,False,NULL,NULL,NULL
344,299,54,40212,False,NULL,NULL,NULL
345,300,54,0,False,NULL,NULL,NULL
348,163,50,0,False,NULL,NULL,NULL
349,163,52,0,False,NULL,NULL,NULL
350,301,30,0,False,NULL,NULL,NULL
351,302,53,0,False,NULL,NULL,NULL
353,258,65,40068,False,NULL,NULL,NULL
354,72,54,0,False,NULL,NULL,NULL
363,303,27,0,False,NULL,NULL,NULL
364,56,54,0,False,NULL,NULL,NULL
366,97,54,41631,False,NULL,NULL,NULL
367,237,54,0,False,NULL,NULL,NULL
368,94,54,39459,False,NULL,NULL,NULL
369,96,54,40062,False,NULL,NULL,NULL
370,240,54,0,False,NULL,NULL,NULL
371,196,54,0,False,NULL,NULL,NULL
372,190,54,34793,False,NULL,NULL,NULL
373,193,54,0,False,NULL,NULL,NULL
374,191,54,0,False,NULL,NULL,NULL
375,168,54,39332,False,NULL,NULL,NULL
376,57,54,37270,False,NULL,NULL,NULL
378,305,27,0,False,NULL,NULL,NULL
379,304,54,37114,False,NULL,NULL,NULL
380,47,27,0,False,NULL,NULL,NULL
381,46,54,0,False,NULL,NULL,NULL
382,52,27,0,False,NULL,NULL,NULL
383,51,54,51597,False,NULL,NULL,NULL
384,218,54,40086,False,NULL,NULL,NULL
385,74,53,0,False,NULL,NULL,NULL
386,75,30,0,False,NULL,NULL,NULL
398,88,54,129261,False,NULL,NULL,NULL
399,87,54,36634,False,NULL,NULL,NULL
400,239,54,0,False,NULL,NULL,NULL
401,17,54,0,False,NULL,NULL,NULL
402,5,54,99153,False,NULL,NULL,NULL
403,10,27,0,False,NULL,NULL,NULL
404,19,27,0,False,NULL,NULL,NULL
405,4,54,34256,False,NULL,NULL,NULL
406,254,54,33782,False,NULL,NULL,NULL
407,306,27,0,False,NULL,NULL,NULL
408,85,54,0,False,NULL,NULL,NULL
411,307,66,69325,False,NULL,NULL,NULL
412,185,53,0,False,NULL,NULL,NULL
413,78,27,0,False,NULL,NULL,NULL
414,233,27,0,False,NULL,NULL,NULL
415,229,53,0,False,NULL,NULL,NULL
416,142,53,37131,False,NULL,NULL,NULL
417,134,54,29377,False,NULL,NULL,NULL
421,110,50,0,False,NULL,NULL,NULL
422,110,52,0,False,NULL,NULL,NULL
423,114,27,0,False,NULL,NULL,NULL
427,308,67,0,False,NULL,NULL,NULL
428,262,68,0,False,NULL,NULL,NULL
430,231,54,0,False,NULL,NULL,NULL
432,71,54,0,False,NULL,NULL,NULL
433,60,27,0,False,NULL,NULL,NULL
435,266,69,49274,False,NULL,NULL,NULL
436,73,54,39469,False,NULL,NULL,NULL
437,225,54,0,False,NULL,NULL,NULL
438,226,54,130698,False,NULL,NULL,NULL
439,227,54,0,False,NULL,NULL,NULL
443,83,54,40834,False,NULL,NULL,NULL
444,82,54,182375,False,NULL,NULL,NULL
445,309,70,38391,False,NULL,NULL,NULL
446,310,71,39300,False,NULL,NULL,NULL
447,311,72,0,False,NULL,NULL,NULL
448,312,73,0,False,NULL,NULL,NULL
449,76,50,34936,False,NULL,NULL,NULL
450,76,52,129173,False,NULL,NULL,NULL
451,12,27,0,False,NULL,NULL,NULL
452,11,54,26593,False,NULL,NULL,NULL
453,281,65,78798,False,NULL,NULL,NULL
454,313,50,0,False,NULL,NULL,NULL
455,313,49,0,False,NULL,NULL,NULL
456,313,14,0,False,NULL,NULL,NULL
458,315,74,0,False,NULL,NULL,NULL
461,277,65,123773,False,NULL,NULL,NULL
462,125,54,34808,False,NULL,NULL,NULL
463,65,27,0,False,NULL,NULL,NULL
465,230,54,0,False,NULL,NULL,NULL
466,171,55,0,False,NULL,NULL,NULL
467,276,65,80113,False,NULL,NULL,NULL
468,173,53,39254,False,NULL,NULL,NULL
469,174,54,0,False,NULL,NULL,NULL
470,317,30,0,False,NULL,NULL,NULL
471,318,27,0,False,NULL,NULL,NULL
472,117,54,0,False,NULL,NULL,NULL
473,319,54,0,False,NULL,NULL,NULL
474,321,54,0,False,NULL,NULL,NULL
475,77,54,0,False,NULL,NULL,NULL
476,150,64,0,False,NULL,NULL,NULL
477,323,64,49464,False,NULL,NULL,NULL
478,322,64,39323,False,NULL,NULL,NULL
479,21,53,0,False,NULL,NULL,NULL
480,158,53,37294,False,NULL,NULL,NULL
481,136,53,0,False,NULL,NULL,NULL
482,99,53,0,False,NULL,NULL,NULL
483,23,54,0,False,NULL,NULL,NULL
484,22,54,0,False,NULL,NULL,NULL
485,24,54,0,False,NULL,NULL,NULL
486,28,54,0,False,NULL,NULL,NULL
487,27,54,0,False,NULL,NULL,NULL
488,29,54,39452,False,NULL,NULL,NULL
489,324,54,0,False,NULL,NULL,NULL
491,103,54,40841,False,NULL,NULL,NULL
492,101,54,39369,False,NULL,NULL,NULL
493,102,54,40587,False,NULL,NULL,NULL
494,104,54,0,False,NULL,NULL,NULL
495,325,54,0,False,NULL,NULL,NULL
496,139,54,0,False,NULL,NULL,NULL
497,137,54,0,False,NULL,NULL,NULL
498,138,54,0,False,NULL,NULL,NULL
499,140,54,0,False,NULL,NULL,NULL
500,143,54,37124,False,NULL,NULL,NULL
501,144,54,0,False,NULL,NULL,NULL
502,156,54,0,False,NULL,NULL,NULL
503,159,54,0,False,NULL,NULL,NULL
504,160,54,0,False,NULL,NULL,NULL
505,176,54,0,False,NULL,NULL,NULL
506,178,54,34352,False,NULL,NULL,NULL
507,186,54,34207,False,NULL,NULL,NULL
508,187,54,39313,False,NULL,NULL,NULL
509,201,54,0,False,NULL,NULL,NULL
510,199,54,0,False,NULL,NULL,NULL
511,202,54,39071,False,NULL,NULL,NULL
512,203,54,73683,False,NULL,NULL,NULL
513,223,54,0,False,NULL,NULL,NULL
514,232,54,0,False,NULL,NULL,NULL
515,111,54,37383,False,NULL,NULL,NULL
516,113,54,0,False,NULL,NULL,NULL
517,132,54,35605,False,NULL,NULL,NULL
518,155,54,36642,False,NULL,NULL,NULL
519,217,54,0,False,NULL,NULL,NULL
520,220,54,122600,False,NULL,NULL,NULL
521,219,54,144116,False,NULL,NULL,NULL
522,126,54,0,False,NULL,NULL,NULL
523,25,27,0,False,NULL,NULL,NULL
524,326,27,0,False,NULL,NULL,NULL
525,26,27,0,False,NULL,NULL,NULL
526,30,27,38090,False,NULL,NULL,NULL
527,327,27,0,False,NULL,NULL,NULL
528,45,27,0,False,NULL,NULL,NULL
529,43,27,0,False,NULL,NULL,NULL
530,44,27,0,False,NULL,NULL,NULL
531,38,27,0,False,NULL,NULL,NULL
532,50,27,0,False,NULL,NULL,NULL
533,48,27,0,False,NULL,NULL,NULL
534,49,27,0,False,NULL,NULL,NULL
535,53,27,0,False,NULL,NULL,NULL
536,54,27,0,False,NULL,NULL,NULL
537,66,27,0,False,NULL,NULL,NULL
538,328,27,0,False,NULL,NULL,NULL
539,113,15,0,False,NULL,NULL,NULL
540,113,50,0,False,NULL,NULL,NULL
541,329,54,0,False,NULL,NULL,NULL
542,280,65,67970,False,NULL,NULL,NULL
543,330,65,40892,False,NULL,NULL,NULL
544,257,53,0,False,NULL,NULL,NULL
547,332,54,0,False,NULL,NULL,NULL
548,333,35,0,False,NULL,NULL,NULL
549,334,54,0,False,NULL,NULL,NULL
550,335,54,0,False,NULL,NULL,NULL
551,177,54,0,False,NULL,NULL,NULL
552,265,65,45406,False,NULL,NULL,NULL
553,336,27,0,False,NULL,NULL,NULL
554,337,54,0,False,NULL,NULL,NULL
555,338,65,0,False,NULL,NULL,NULL
556,339,75,42179,False,NULL,NULL,NULL
557,340,65,106847,False,NULL,NULL,NULL
558,282,65,0,False,NULL,NULL,NULL
561,267,78,0,False,NULL,NULL,NULL
562,267,79,0,False,NULL,NULL,NULL
563,267,80,0,False,NULL,NULL,NULL
564,267,81,0,False,NULL,NULL,NULL
565,267,82,0,False,NULL,NULL,NULL
566,267,94,0,False,NULL,NULL,NULL
567,267,83,0,False,NULL,NULL,NULL
568,267,84,0,False,NULL,NULL,NULL
569,267,85,0,False,NULL,NULL,NULL
570,267,86,0,False,NULL,NULL,NULL
571,267,77,0,False,NULL,NULL,NULL
572,267,87,0,False,NULL,NULL,NULL
573,267,88,0,False,NULL,NULL,NULL
574,267,89,0,False,NULL,NULL,NULL
575,267,90,0,False,NULL,NULL,NULL
576,267,91,0,False,NULL,NULL,NULL
577,267,92,0,False,NULL,NULL,NULL
578,267,93,0,False,NULL,NULL,NULL
579,341,53,0,False,NULL,NULL,NULL
580,267,95,0,False,NULL,NULL,NULL
581,311,57,0,False,NULL,NULL,NULL
582,311,78,41004,False,NULL,NULL,NULL
583,311,80,109618,False,NULL,NULL,NULL
584,311,89,0,False,NULL,NULL,NULL
585,311,94,0,False,NULL,NULL,NULL
586,311,82,0,False,NULL,NULL,NULL
587,311,81,0,False,NULL,NULL,NULL
588,311,92,73790,False,NULL,NULL,NULL
589,311,93,0,False,NULL,NULL,NULL
590,311,91,115937,False,NULL,NULL,NULL
591,342,54,0,False,NULL,NULL,NULL
592,343,65,0,False,NULL,NULL,NULL
593,61,27,0,False,NULL,NULL,NULL
594,345,54,0,False,NULL,NULL,NULL
595,346,53,0,False,NULL,NULL,NULL
596,347,30,0,False,NULL,NULL,NULL
598,348,96,0,False,NULL,NULL,NULL
599,247,97,0,False,NULL,NULL,NULL
600,349,53,0,False,NULL,NULL,NULL
601,350,54,0,False,NULL,NULL,NULL
602,351,54,0,False,NULL,NULL,NULL
603,352,35,0,False,NULL,NULL,NULL
604,353,98,0,False,NULL,NULL,NULL
605,261,79,0,False,NULL,NULL,NULL
606,266,79,0,False,NULL,NULL,NULL
607,266,93,0,False,NULL,NULL,NULL
608,261,93,0,False,NULL,NULL,NULL
609,261,78,0,False,NULL,NULL,NULL
610,261,89,0,False,NULL,NULL,NULL
611,261,82,0,False,NULL,NULL,NULL
612,261,94,0,False,NULL,NULL,NULL
613,261,81,0,False,NULL,NULL,NULL
614,261,80,0,False,NULL,NULL,NULL
615,266,78,0,False,NULL,NULL,NULL
616,266,89,0,False,NULL,NULL,NULL
617,266,82,0,False,NULL,NULL,NULL
618,266,94,0,False,NULL,NULL,NULL
619,266,80,0,False,NULL,NULL,NULL
621,266,81,0,False,NULL,NULL,NULL
622,266,99,0,False,NULL,NULL,NULL
623,266,100,0,False,NULL,NULL,NULL
624,354,35,0,False,NULL,NULL,NULL
625,355,101,0,False,NULL,NULL,NULL
626,356,102,0,False,NULL,NULL,NULL
627,357,102,0,False,NULL,NULL,NULL
628,358,102,0,False,NULL,NULL,NULL
629,359,102,0,False,NULL,NULL,NULL
630,360,102,0,False,NULL,NULL,NULL
631,361,102,0,False,NULL,NULL,NULL
632,362,102,0,False,NULL,NULL,NULL
633,363,102,0,False,NULL,NULL,NULL
634,364,102,0,False,NULL,NULL,NULL
635,365,102,0,False,NULL,NULL,NULL
636,366,102,0,False,NULL,NULL,NULL
637,367,102,0,False,NULL,NULL,NULL
638,368,102,0,False,NULL,NULL,NULL
639,369,102,0,False,NULL,NULL,NULL
640,370,54,0,False,NULL,NULL,NULL
641,371,30,0,False,NULL,NULL,NULL
642,372,30,0,False,NULL,NULL,NULL
643,373,30,0,False,NULL,NULL,NULL
644,374,30,0,False,NULL,NULL,NULL
645,375,30,0,False,NULL,NULL,NULL
646,376,30,0,False,NULL,NULL,NULL
647,377,30,0,False,NULL,NULL,NULL
649,379,30,0,False,NULL,NULL,NULL
650,378,30,0,False,NULL,NULL,NULL
651,380,54,0,False,NULL,NULL,NULL
652,382,54,0,False,NULL,NULL,NULL
653,381,54,0,False,NULL,NULL,NULL
654,383,65,0,False,NULL,NULL,NULL
655,384,103,0,False,NULL,NULL,NULL
